ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
79,0.6125,0.0,0.11375,0.1725,0.10125
80,0.97125,0.00125,0.00375,0.01125,0.0125
81,0.0,0.00125,0.0275,0.0,0.97125
82,0.0,0.0,0.0,0.0,1.0
83,0.32375,0.0,0.00375,0.3125,0.36
84,0.0,0.005,0.05,0.00625,0.93875
85,0.22,0.0025,0.06375,0.59375,0.12
86,0.0475,0.0725,0.28625,0.0125,0.58125
87,0.09375,0.0,0.2825,0.4425,0.18125
88,0.5375,0.0,0.10875,0.22,0.13375
89,0.0,0.00375,0.145,0.15125,0.7
90,0.6941666666666667,0.0,0.00125,0.03875,0.2658333333333333
91,0.00125,0.00125,0.25625,0.0025,0.73875
92,0.00125,0.0,0.16375,0.00125,0.83375
93,0.7235833333333334,0.0,0.0,0.0,0.27641666666666664
94,0.54875,0.0,0.0075,0.28625,0.1575
95,0.015,0.01625,0.0475,0.02625,0.895
96,0.86125,0.0,0.00125,0.10375,0.03375
97,0.483125,0.0,0.00875,0.413125,0.095
98,0.0,0.0,0.0,0.0,1.0
99,0.27625,0.00625,0.0075,0.005,0.705
100,0.05,0.0,0.0275,0.69,0.2325
101,0.5377351190476187,0.0,0.0,0.005,0.45726488095238127
102,0.9554166666666666,0.0,0.00375,0.03083333333333333,0.01
103,0.23375,0.0,0.01875,0.535,0.2125
104,0.47625,0.0,0.06375,0.16875,0.29125
105,0.66625,0.00125,0.0025,0.05375,0.27625
106,0.7841666666666666,0.0,0.0025,0.09625,0.11708333333333332
107,0.43,0.0,0.06,0.405,0.105
108,0.0325,0.0,0.0875,0.50375,0.37625
109,0.95875,0.0,0.0,0.01125,0.03
110,0.245,0.0,0.06625,0.485,0.20375
111,0.5875,0.0,0.015,0.2825,0.115
112,0.5745833333333333,0.0,0.02,0.2941666666666667,0.11125
113,0.34125,0.0,0.04625,0.40125,0.21125
114,0.2375,0.0,0.02875,0.55875,0.175
115,0.0,0.0,0.0475,0.00125,0.95125
116,0.78625,0.01,0.0,0.05,0.15375
117,0.6325,0.0,0.0,0.26,0.1075
118,0.02375,0.0,0.0875,0.505,0.38375
119,0.10375,0.0,0.09,0.74625,0.06
120,0.61125,0.05375,0.02375,0.03375,0.2775
121,0.715952380952381,0.0,0.0,0.0,0.284047619047619
122,0.8875,0.0,0.00125,0.01625,0.095
123,0.985,0.0,0.00125,0.00625,0.0075
124,0.0,0.04375,0.00625,0.0,0.95
125,0.0025,0.00375,0.012916666666666667,0.00875,0.9720833333333333
126,0.9575,0.0,0.0,0.02375,0.01875
127,0.06,0.0025,0.18375,0.02,0.73375
128,0.8055,0.00125,0.00125,0.115,0.077
129,0.9975,0.0,0.0,0.0,0.0025
130,0.9175,0.0,0.0,0.08125,0.00125
131,0.75375,0.0,0.0075,0.2075,0.03125
132,0.99,0.0,0.0,0.0,0.01
133,0.89375,0.00125,0.00125,0.0,0.10375
134,0.3975,0.00125,0.00625,0.28,0.315
135,0.68875,0.0,0.05625,0.0675,0.1875
136,0.3375,0.0,0.01125,0.54125,0.11
137,0.375,0.0,0.08625,0.3325,0.20625
138,0.0,0.0,0.00125,0.0,0.99875
139,0.4175,0.0,0.015,0.44,0.1275
140,0.215625,0.00125,0.0175,0.206875,0.55875
141,0.59,0.0125,0.03125,0.17625,0.19
142,0.15375,0.0075,0.03,0.005,0.80375
143,0.325,0.0,0.02625,0.26375,0.385
144,0.2475,0.00125,0.0925,0.42125,0.2375
145,0.33,0.0025,0.11375,0.31375,0.24
146,0.47125,0.0,0.06625,0.33125,0.13125
147,0.565,0.00375,0.12875,0.145,0.1575
148,0.39,0.0,0.0875,0.44375,0.07875
149,0.0,0.0,0.01625,0.0,0.98375
150,0.025,0.00875,0.00125,0.00125,0.96375
151,0.1225,0.02375,0.17625,0.06125,0.61625
152,0.0125,0.00625,0.43625,0.00625,0.53875
153,0.4725,0.0,0.00375,0.05125,0.4725
154,0.01375,0.0,0.0475,0.12375,0.815
155,0.4875,0.0,0.0,0.01875,0.49375
156,0.8425,0.0,0.00125,0.1075,0.04875
157,0.38,0.0,0.0325,0.3975,0.19
158,0.0,0.0125,0.02625,0.0,0.96125
159,0.13375,0.0,0.15,0.465,0.25125
160,0.494375,0.0,0.0025,0.3646875,0.1384375
161,0.42875,0.0025,0.00125,0.22625,0.34125
162,0.4675,0.0,0.00375,0.0825,0.44625
163,0.0,0.00875,0.005,0.0,0.98625
164,1.0,0.0,0.0,0.0,0.0
165,0.25,0.0,0.0125,0.31,0.4275
166,0.9175,0.0,0.00125,0.00125,0.08
167,0.7287291666666665,0.0,0.009166666666666667,0.24460416666666668,0.0175
168,0.6225,0.0,0.00625,0.18125,0.19
169,0.1125,0.0,0.0075,0.85625,0.02375
170,0.454375,0.0,0.0,0.0175,0.528125
171,0.0,0.0,0.1675,0.0075,0.825
172,0.3475,0.0,0.00375,0.23375,0.415
173,0.29125,0.0,0.045,0.50625,0.1575
174,0.34375,0.00125,0.1525,0.3425,0.16
175,0.41625,0.00125,0.00375,0.53125,0.0475
176,0.51875,0.0025,0.00125,0.0025,0.475
177,0.50875,0.00125,0.04875,0.26375,0.1775
178,0.65875,0.0,0.01875,0.2125,0.11
179,0.7425,0.00875,0.00671875,0.04375,0.19828125
180,0.0475,0.0025,0.10300000000000001,0.29625,0.5507500000000001
181,0.0,0.0025,0.0075,0.0,0.99
182,0.71875,0.005,0.00375,0.00875,0.26375
183,0.3125,0.0,0.0,0.085,0.6025
184,0.06,0.00125,0.21875,0.155,0.565
185,0.2925,0.01125,0.00375,0.33875,0.35375
186,0.4525,0.0,0.01,0.3425,0.195
187,0.00125,0.0,0.03,0.00125,0.9675
188,0.27125,0.0,0.01625,0.645,0.0675
189,0.6345833333333334,0.0,0.0,0.025,0.3404166666666667
190,0.9558333333333334,0.0,0.0,0.00625,0.03791666666666667
191,0.37125,0.00375,0.03875,0.52625,0.06
192,0.49625,0.0,0.04125,0.235,0.2275
193,0.05375,0.00125,0.005,0.14125,0.79875
194,0.265,0.00625,0.09125,0.105,0.5325
195,0.675,0.0,0.0,0.0175,0.3075
196,0.76875,0.0,0.00125,0.00875,0.22125
197,0.529375,0.0,0.019375,0.3675,0.08375
198,0.54,0.0,0.01,0.33,0.12
199,0.2575,0.00125,0.08,0.4225,0.23875
200,0.6325,0.0,0.00625,0.22,0.14125
201,0.0,0.001875,0.0,0.0,0.998125
202,0.4825,0.0025,0.01125,0.1675,0.33625
203,0.7725,0.0,0.00125,0.13875,0.0875
204,0.67125,0.0,0.02375,0.085,0.22
205,0.1125,0.0,0.1475,0.26125,0.47875
206,0.40875,0.0,0.0575,0.13625,0.3975
207,0.13139583333333335,0.0,0.0025,0.15110416666666665,0.715
208,0.1875,0.0,0.10625,0.445,0.26125
209,0.12125,0.0,0.005,0.7125,0.16125
210,0.390625,0.0,0.00375,0.505625,0.1
211,0.005,0.01875,0.225,0.005,0.74625
212,0.31,0.0,0.02625,0.42875,0.235
213,0.4848541666666666,0.0,0.0025,0.4913958333333334,0.02125
214,0.87625,0.0,0.00875,0.01375,0.10125
215,0.0,0.00875,0.00875,0.0,0.9825
216,0.30125,0.0,0.01125,0.025,0.6625
217,0.895,0.00125,0.0,0.0075,0.09625
218,0.2825,0.0,0.0,0.015,0.7025
219,0.4804166666666667,0.00375,0.01625,0.1125,0.38708333333333333
220,0.4,0.0,0.09,0.4225,0.0875
221,0.01,0.00125,0.03375,0.20375,0.75125
222,0.02125,0.065,0.16125,0.0,0.7525
223,0.13625,0.1025,0.045,0.0225,0.69375
224,0.33,0.0,0.00125,0.08125,0.5875
225,0.37625,0.005,0.17875,0.2425,0.1975
226,0.8225,0.0,0.00125,0.08625,0.09
227,0.01375,0.00125,0.1925,0.00125,0.79125
228,0.0,0.00125,0.00375,0.005,0.99
229,0.56125,0.0,0.13,0.19125,0.1175
230,0.00625,0.0075,0.05375,0.0,0.9325
231,0.9975,0.0,0.0,0.0025,0.0
232,0.92375,0.0,0.00125,0.04125,0.03375
233,0.0,0.0,0.015,0.0,0.985
234,0.03375,0.0,0.2925,0.53375,0.14
235,0.345,0.0,0.00625,0.50125,0.1475
236,0.90375,0.0,0.0,0.00125,0.095
237,0.31875,0.00375,0.02125,0.475,0.18125
238,0.02625,0.0,0.0575,0.015,0.90125
239,0.75875,0.0,0.0,0.2125,0.02875
240,0.645,0.00125,0.0,0.01875,0.335
241,0.985,0.0,0.0,0.00625,0.00875
242,0.2025,0.0,0.0625,0.4475,0.2875
243,0.96625,0.0,0.0,0.00125,0.0325
244,0.4625,0.00125,0.0175,0.17375,0.345
245,0.15125,0.0,0.04,0.03875,0.77
246,0.385,0.0,0.0375,0.465,0.1125
247,0.3375,0.0,0.0075,0.05625,0.59875
248,0.55125,0.0,0.00625,0.19375,0.24875
249,0.30125,0.0,0.0675,0.485,0.14625
250,0.860625,0.0025,0.0025,0.0075,0.126875
251,0.0,0.0,0.0,0.9875,0.0125
252,0.38375,0.0,0.0675,0.38802083333333326,0.16072916666666667
253,0.0,0.00375,0.08375,0.0025,0.91
254,0.23625,0.0,0.14125,0.47125,0.15125
255,0.0,0.0,0.00875,0.0,0.99125
256,0.34,0.0,0.005,0.16875,0.48625
257,0.2675,0.00625,0.18125,0.08125,0.46375
258,0.36625,0.0,0.0,0.05375,0.58
259,0.22625,0.02125,0.155,0.40875,0.18875
260,0.95375,0.0,0.0025,0.015,0.02875
261,0.775,0.00125,0.0,0.0525,0.17125
262,0.88625,0.0,0.0140625,0.0346875,0.065
263,0.86125,0.0,0.0,0.07625,0.0625
264,0.2521041666666666,0.00375,0.01966666666666667,0.3269791666666667,0.3975
265,0.415,0.0025,0.00625,0.47375,0.1025
266,0.31875,0.0025,0.10875,0.25125,0.31875
267,0.03,0.02125,0.1125,0.05875,0.7775
268,0.00125,0.005,0.15875,0.005,0.83
269,0.0,0.07666666666666667,0.00625,0.0,0.9170833333333333
270,0.9575,0.0,0.00375,0.01875,0.02
271,0.00625,0.00625,0.02875,0.01,0.94875
272,0.13875,0.075,0.2,0.01625,0.57
273,0.045,0.00125,0.0725,0.53,0.35125
274,0.115,0.03625,0.2975,0.22125,0.33
275,0.17125,0.02125,0.31,0.06,0.4375
276,0.0025,0.00125,0.0625,0.0025,0.93125
277,0.0,0.0025,0.02125,0.00375,0.9725
278,0.11,0.135,0.105,0.10125,0.54875
279,0.2425,0.0,0.01,0.105,0.6425
280,0.06125,0.0625,0.0525,0.06,0.76375
281,0.6,0.0,0.05375,0.23,0.11625
282,0.1875,0.0,0.04375,0.575,0.19375
283,0.0,0.0,0.00125,0.00125,0.9975
284,0.9375,0.0,0.0,0.0,0.0625
285,0.0725,0.0,0.22625,0.45375,0.2475
286,0.2808333333333333,0.0,0.1,0.3675,0.2516666666666667
287,0.01,0.00875,0.03375,0.00125,0.94625
288,0.0,0.0,0.00875,0.0,0.99125
289,0.47375,0.0,0.0025,0.285,0.23875
290,0.479375,0.0,0.01875,0.368125,0.13375
291,0.935,0.0,0.00125,0.0125,0.05125
292,0.955,0.0,0.0,0.0,0.045
293,0.889375,0.00375,0.0025,0.0075,0.096875
294,0.035,0.0,0.15,0.2475,0.5675
295,0.15625,0.00375,0.06,0.7,0.08
296,0.0125,0.025,0.06875,0.00375,0.89
297,0.495,0.0,0.02125,0.35625,0.1275
298,0.0125,0.02875,0.21375,0.0075,0.7375
299,0.82375,0.00125,0.00375,0.155,0.01625
300,0.37625,0.00125,0.025,0.31125,0.28625
301,0.40875,0.0,0.0075,0.50125,0.0825
302,0.7680833333333333,0.0,0.0,0.00625,0.22566666666666657
303,0.99125,0.0,0.0,0.00125,0.0075
304,0.44125,0.0,0.0225,0.075,0.46125
305,0.0025,0.00875,0.4725,0.0175,0.49875
306,0.3325,0.0,0.10125,0.51125,0.055
307,0.9475,0.0,0.0,0.04375,0.00875
308,0.395,0.005,0.0125,0.1975,0.39
309,0.85375,0.0,0.00125,0.09875,0.04625
310,0.04875,0.095,0.03875,0.005,0.8125
311,0.32,0.00375,0.02,0.25125,0.405
312,0.935,0.00125,0.00375,0.00125,0.05875
313,0.02,0.01875,0.17125,0.0125,0.7775
314,0.25,0.0,0.07375,0.38375,0.2925
315,0.00125,0.00125,0.0,0.0,0.9975
316,0.67375,0.0,0.01125,0.285,0.03
317,0.46625,0.0,0.0725,0.355,0.10625
318,0.87,0.0,0.00125,0.0475,0.08125
319,0.0,0.0025,0.00375,0.0,0.99375
320,0.355,0.0,0.0175,0.54375,0.08375
321,0.3475,0.0025,0.0125,0.14375,0.49375
322,0.0,0.0,0.0,0.0,1.0
323,0.0,0.0025,0.00875,0.0,0.98875
324,0.8169583333333332,0.0025,0.0,0.00625,0.17429166666666668
325,0.7491666666666665,0.0,0.0,0.04,0.21083333333333334
326,0.9625,0.0,0.0,0.0275,0.01
327,0.76,0.0,0.0,0.0075,0.2325
328,0.3175,0.00125,0.00375,0.5425,0.135
329,0.72125,0.0,0.0,0.17875,0.1
330,0.04625,0.0,0.0825,0.32625,0.545
331,0.19125,0.0,0.2025,0.4175,0.18875
332,0.0,0.0,0.00625,0.0,0.99375
333,0.99625,0.0,0.0,0.00125,0.0025
334,0.3025,0.0,0.00125,0.01875,0.6775
335,0.0175,0.0675,0.1075,0.025,0.7825
336,0.82625,0.0,0.0,0.005,0.16875
337,0.0075,0.00125,0.665,0.0125,0.31375
338,0.095,0.00125,0.00375,0.12625,0.77375
339,0.03875,0.0425,0.21375,0.1025,0.6025
340,0.554375,0.00875,0.01125,0.324375,0.10125
341,0.20625,0.00125,0.045,0.0675,0.68
342,0.6541666666666667,0.0025,0.00625,0.0125,0.3245833333333333
343,0.01375,0.0225,0.6575,0.0275,0.27875
344,0.58,0.0,0.0,0.25,0.17
345,0.6531458333333332,0.0,0.0025,0.1475,0.1968541666666666
346,0.22,0.0,0.31125,0.26125,0.2075
347,0.12625,0.0,0.00625,0.76375,0.10375
348,0.04625,0.045,0.04875,0.0025,0.8575
349,0.09625,0.00375,0.07625,0.73125,0.0925
350,0.2911458333333333,0.00625,0.0475,0.4351041666666666,0.22
351,0.82,0.0,0.00125,0.09625,0.0825
352,0.0,0.00125,0.02375,0.0,0.975
353,0.25625,0.00625,0.0325,0.59125,0.11375
354,0.6577083333333335,0.00125,0.0,0.00125,0.3397916666666667
355,0.5375,0.0,0.035,0.15125,0.27625
356,0.00625,0.21625,0.51125,0.0,0.26625
357,0.55625,0.00125,0.0125,0.05875,0.37125
358,0.57,0.0,0.00375,0.03375,0.3925
359,0.55875,0.01,0.01375,0.005,0.4125
360,0.575,0.00125,0.0,0.02625,0.3975
361,0.89375,0.0025,0.00125,0.00125,0.10125
362,0.0675,0.0025,0.04375,0.3575,0.52875
363,0.24,0.0,0.03625,0.5825,0.14125
364,0.87,0.01125,0.00375,0.0075,0.1075
365,0.69875,0.0,0.0075,0.055,0.23875
366,0.0025,0.0075,0.52,0.00625,0.46375
367,0.47375,0.00125,0.0025,0.09,0.4325
368,0.0225,0.015,0.45625,0.06875,0.4375
369,0.00125,0.005,0.04875,0.0,0.945
370,0.4165,0.0,0.04875,0.11225,0.4225
371,0.47625,0.00375,0.04625,0.35875,0.115
372,0.775,0.0,0.0125,0.03375,0.17875
373,0.9975,0.0,0.0,0.0025,0.0
374,0.18,0.00125,0.02,0.55625,0.2425
375,0.0,0.0075,0.065,0.0,0.9275
376,0.265,0.005,0.01375,0.54625,0.17
377,0.2825,0.0,0.335,0.1575,0.225
378,0.7051041666666665,0.0,0.00375,0.2573958333333333,0.03375
379,0.155,0.0,0.00625,0.0975,0.74125
380,0.16083333333333336,0.10125,0.005,0.05625,0.6766666666666665
381,0.88,0.0,0.00125,0.00125,0.1175
382,0.0,0.00375,0.01,0.0,0.98625
383,0.0,0.115,0.0675,0.0,0.8175
384,0.01125,0.00375,0.34875,0.01625,0.62
385,0.4975,0.0,0.01125,0.23625,0.255
386,0.09125,0.0,0.0525,0.625,0.23125
387,0.0,0.0,0.0525,0.0,0.9475
388,0.60125,0.0,0.0,0.27875,0.12
389,0.865,0.0,0.0,0.02375,0.11125
390,0.99875,0.0,0.0,0.0,0.00125
391,0.12625,0.0,0.12,0.53,0.22375
392,0.0,0.0,0.01125,0.0,0.98875
393,0.97375,0.0,0.0,0.00125,0.025
394,0.00375,0.00125,0.0225,0.0025,0.97
395,0.17875,0.0,0.0225,0.5575,0.24125
396,0.3875,0.04,0.07375,0.34625,0.1525
397,0.05125,0.00125,0.33375,0.33875,0.275
398,0.63875,0.0125,0.0325,0.00125,0.315
399,0.6275,0.0,0.00625,0.30625,0.06
400,0.83875,0.0,0.0025,0.01625,0.1425
401,0.9271875,0.0,0.0,0.04,0.0328125
402,0.66,0.0,0.0,0.17625,0.16375
403,0.43166666666666664,0.0,0.0025,0.5045833333333334,0.06125
404,0.0,0.0125,0.03,0.0,0.9575
405,0.28375,0.0175,0.00375,0.03625,0.65875
406,0.205,0.0,0.12125,0.56625,0.1075
407,0.7483333333333333,0.00125,0.0,0.01875,0.2316666666666667
408,0.20125,0.0025,0.03625,0.3325,0.4275
409,0.8625,0.005,0.0,0.03375,0.09875
410,0.0,0.01875,0.02375,0.0075,0.95
411,0.09625,0.00125,0.085,0.64625,0.17125
412,0.97875,0.0,0.0,0.0,0.02125
413,0.651375,0.0,0.015416666666666665,0.18195833333333333,0.15125
414,0.99625,0.0,0.0,0.00125,0.0025
415,0.69125,0.0,0.035,0.20625,0.0675
416,1.0,0.0,0.0,0.0,0.0
417,0.553125,0.0,0.0025,0.336875,0.1075
418,0.25052083333333336,0.0,0.02625,0.18197916666666664,0.54125
419,0.9425,0.0,0.00125,0.0175,0.03875
420,0.76375,0.0,0.0,0.16625,0.07
421,0.9225,0.0,0.0,0.01,0.0675
422,0.0,0.017,0.025,0.0,0.958
423,0.00125,0.13625,0.04625,0.0,0.81625
424,0.955,0.0,0.0,0.00125,0.04375
425,0.5025,0.005,0.02125,0.04875,0.4225
426,0.00375,0.18125,0.14125,0.02625,0.6475
427,0.4725,0.0,0.0,0.2875,0.24
428,0.00875,0.01625,0.37375,0.00375,0.5975
429,0.07875,0.0075,0.0075,0.0225,0.88375
430,0.0,0.0,0.0175,0.0,0.9825
431,0.50375,0.00125,0.0025,0.1,0.3925
432,0.30875,0.0,0.09375,0.41625,0.18125
433,0.35375,0.0,0.00875,0.38375,0.25375
434,0.3075,0.0075,0.02625,0.5075,0.15125
435,0.0,0.01875,0.13125,0.00375,0.84625
436,0.0,0.00375,0.00375,0.0,0.9925
437,0.32875,0.01,0.00375,0.045,0.6125
438,0.39125,0.0,0.0225,0.38125,0.205
439,0.0,0.00125,0.0125,0.00125,0.985
440,0.26,0.00125,0.0,0.065,0.67375
441,0.04125,0.0075,0.16,0.09375,0.6975
442,0.59875,0.0,0.00125,0.23,0.17
443,0.775,0.00125,0.00125,0.105,0.1175
444,0.16395833333333334,0.0,0.015,0.7825000000000002,0.03854166666666667
445,0.7025,0.0,0.00125,0.28125,0.015
446,0.67375,0.0,0.02625,0.19125,0.10875000000000001
447,0.60375,0.00125,0.02,0.115,0.26
448,0.04125,0.00375,0.00875,0.005,0.94125
449,0.63125,0.00375,0.04875,0.01125,0.305
450,0.1725,0.05375,0.055,0.1275,0.59125
451,0.0,0.0,0.00125,0.0,0.99875
452,0.16625,0.00375,0.21,0.18875,0.43125
453,0.5225,0.0,0.00375,0.435,0.03875
454,0.0,0.0025,0.01125,0.0,0.98625
455,0.32625,0.0,0.01625,0.335,0.3225
456,0.6798601190476191,0.0,0.01710416666666667,0.1880357142857143,0.115
457,0.77125,0.00375,0.0025,0.05125,0.17125
458,0.0275,0.0,0.29375,0.36125,0.3175
459,0.75625,0.00125,0.00375,0.0125,0.22625
460,0.0,0.01375,0.04125,0.0,0.945
461,0.6528125,0.0,0.0075,0.24375,0.0959375
462,0.25125,0.0,0.035,0.52,0.19375
463,0.0,0.00375,0.09,0.00125,0.905
464,0.05375,0.0,0.14375,0.43125,0.37125
465,0.49143154761904784,0.0,0.0,0.4373184523809522,0.07125
466,0.7508333333333335,0.0,0.00875,0.22166666666666665,0.01875
467,0.0075,0.01625,0.575,0.07875,0.3225
468,0.10625,0.0,0.0975,0.61,0.18625
469,0.5736666666666667,0.0025,0.02875,0.22375,0.17133333333333337
470,0.275,0.0025,0.08375,0.0675,0.57125
471,0.0025,0.0,0.04,0.0,0.9575
472,0.01125,0.0025,0.5925,0.0725,0.32125
473,0.97875,0.0,0.0075,0.0,0.01375
474,0.4075,0.00125,0.06,0.48,0.05125
475,0.744375,0.0,0.01125,0.200625,0.04375
476,0.9,0.0,0.00125,0.05375,0.045
477,0.0,0.005,0.09375,0.0,0.90125
478,0.5146458333333334,0.0,0.06625,0.2703541666666667,0.14875
479,0.0,0.00375,0.045,0.0,0.95125
480,0.985,0.00125,0.00125,0.0025,0.01
481,0.00375,0.0,0.33375,0.35375,0.30875
482,0.08375,0.005,0.09625,0.5275,0.2875
483,0.37125,0.005,0.0125,0.48375,0.1275
484,0.01875,0.065,0.1375,0.02375,0.755
485,0.715,0.05625,0.0175,0.07625,0.135
486,0.02375,0.0,0.27125,0.48,0.225
487,0.97,0.00125,0.0,0.01,0.01875
488,0.50375,0.0,0.00375,0.45875,0.03375
489,0.12875,0.0025,0.1425,0.00125,0.725
490,0.0,0.00125,0.00375,0.0,0.995
491,0.0,0.0,0.01,0.0,0.99
492,0.03375,0.00125,0.1,0.285,0.58
493,0.343125,0.00125,0.07875,0.55625,0.020625
494,0.65625,0.0,0.009375,0.296875,0.0375
495,0.115,0.0025,0.01,0.20875,0.66375
496,0.395,0.005,0.03625,0.12875,0.435
497,0.3575,0.0,0.00625,0.115,0.52125
498,0.46,0.0,0.01625,0.1925,0.33125
499,0.69,0.0,0.0,0.0625,0.2475
500,0.1675,0.005,0.11125,0.44625,0.27
501,0.86625,0.0,0.0,0.02,0.11375
502,0.21375,0.0,0.01625,0.35854166666666665,0.41145833333333337
503,0.6025,0.01375,0.035,0.0725,0.27625
504,0.8998958333333335,0.01125,0.0,0.0075,0.08135416666666667
505,0.27,0.0,0.0175,0.4725,0.24
506,0.44,0.0,0.0675,0.2425,0.25
507,0.1,0.00375,0.21625,0.52125,0.15875
508,0.401875,0.0075,0.104375,0.245,0.24125
509,0.5325,0.0125,0.145,0.1825,0.1275
510,0.9225,0.0,0.00125,0.0,0.07625
511,0.54125,0.0,0.00125,0.0325,0.425
512,0.0325,0.00375,0.1325,0.53625,0.295
513,0.39625,0.0,0.0225,0.5425,0.03875
514,0.03125,0.00125,0.00125,0.00125,0.965
515,0.20875,0.00125,0.0175,0.68375,0.08875
516,0.3,0.0,0.01875,0.23,0.45125
517,0.0525,0.00125,0.09125,0.16875,0.68625
518,0.35625,0.00625,0.02375,0.0225,0.59125
519,0.0,0.01375,0.0025,0.0,0.98375
520,0.00125,0.005,0.07625,0.0,0.9175
521,0.6103125,0.0,0.0146875,0.24875,0.12625
522,0.3520833333333333,0.0175,0.0225,0.16291666666666665,0.445
523,0.88125,0.0,0.0725,0.02375,0.0225
524,0.38375,0.0,0.0125,0.16125,0.4425
525,0.6615000000000001,0.0,0.0,0.005,0.3335
526,0.1975,0.00375,0.10625,0.5775,0.115
527,0.07625,0.0,0.0075,0.67,0.24625
528,0.105,0.0,0.015,0.82,0.06
529,0.0,0.0,0.00625,0.0075,0.98625
530,0.8139375,0.0,0.035,0.01875,0.1323125
531,0.0,0.03125,0.01375,0.0025,0.9525
532,0.395,0.0,0.0075,0.56125,0.03625
533,0.90875,0.0025,0.00125,0.02125,0.06625
534,0.825,0.0,0.02125,0.01625,0.1375
